"k"	"p"	"c"	"o"	"f"	"g"	"s"
"k_Bacteria"	"p_Tenericutes"	"c_Mollicutes"	"o_Entomoplasmatales"	"f_Entomoplasmataceae"	"g_Mesoplasma"	"s_Mesoplasma_florum"
"k_Bacteria"	"p_Tenericutes"	"c_Mollicutes"	"o_Entomoplasmatales"	"f_Spiroplasmataceae"	"g_Spiroplasma"	"s_Spiroplasma_syrphidicola"
"k_Bacteria"	"p_Tenericutes"	"c_Mollicutes"	"o_Mycoplasmatales"	"f_Mycoplasmataceae"	"g_Mycoplasma"	"s_Mycoplasma_gallisepticum"
"k_Bacteria"	"p_Tenericutes"	"c_Mollicutes"	"o_Mycoplasmatales"	"f_Mycoplasmataceae"	"g_Ureaplasma"	"s_Ureaplasma_canigenitalium"
"k_Bacteria"	"p_Verrucomicrobia"	"c_Verrucomicrobiae"	"o_Verrucomicrobiales"	NA	NA	NA
"k_Bacteria"	"p_Tenericutes"	"c_Mollicutes"	"o_Mycoplasmatales"	"f_Mycoplasmataceae"	"g_Ureaplasma"	"s_Ureaplasma_parvum"
"k_Bacteria"	"p_Verrucomicrobia"	"c_Opitutae"	"o_Puniceicoccales"	"f_Puniceicoccaceae"	"g_Coraliomargarita"	"s_Coraliomargarita_akajimensis"
"k_Bacteria"	"p_Thermotogae"	"c_Thermotogae"	"o_Thermotogales"	"f_Fervidobacteriaceae"	"g_Fervidobacterium"	NA
"k_Bacteria"	"p_Verrucomicrobia"	"c_Opitutae"	"o_Opitutales"	"f_Opitutaceae"	"g_Opitutus"	"s_Opitutus_terrae"
"k_Bacteria"	"p_Thermotogae"	"c_Thermotogae"	"o_Thermotogales"	"f_Thermotogaceae"	NA	NA
"k_Bacteria"	"p_Verrucomicrobia"	"c_Verrucomicrobiae"	"o_Verrucomicrobiales"	"f"	"g"	"s_Verrucomicrobiae_bacterium_DG1235"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	NA	NA
"k_Viruses"	NA	NA	NA	NA	NA	NA
"k_Bacteria"	"p_Verrucomicrobia"	"c_Verrucomicrobiae"	"o_Verrucomicrobiales"	"f_Verrucomicrobiaceae"	"g_Verrucomicrobium"	"s_Verrucomicrobium_sp_3C"
"k_Viruses"	"p_Retro_transcribing_viruses"	"c"	"o"	"f_Retroviridae"	"g"	"s_Human_endogenous_retrovirus_K"
"k_Viruses"	"p_Retro_transcribing_viruses"	"c"	"o"	"f_Hepadnaviridae"	"g_Orthohepadnavirus"	"s_Hepatitis_B_virus"
"k_Viruses"	"p_Retro_transcribing_viruses"	"c"	"o"	"f_Hepadnaviridae"	"g_Avihepadnavirus"	"s_Duck_hepatitis_B_virus"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	NA	NA	NA
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o"	"f"	"g"	"s_Vibrio_phage_pYD38_A"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	NA	NA	NA	NA	NA
"k_Viruses"	"p_Retro_transcribing_viruses"	"c"	"o"	"f_Retroviridae"	"g_Gammaretrovirus"	"s_Porcine_type_C_oncovirus"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o"	"f"	"g"	"s_Staphylococcus_phage_PT1028"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o"	"f"	"g"	"s_Pyrobaculum_filamentous_virus_1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o"	"f"	"g"	"s_Pandoravirus_salinus"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o"	"f"	"g"	"s_Pandoravirus_dulcis"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o"	"f_Poxviridae"	"g_Betaentomopoxvirus"	"s_Choristoneura_rosaceana_entomopoxvirus_L"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o"	"f_Poxviridae"	NA	NA
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o"	"f_Nimaviridae"	"g_Whispovirus"	"s_White_spot_syndrome_virus"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o"	"f_Adenoviridae"	"g_Mastadenovirus"	"s_Human_mastadenovirus_C"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o"	"f_Mimiviridae"	"g"	"s_Megavirus_chiliensis"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o"	"f_Polyomaviridae"	"g_Betapolyomavirus"	"s_Macaca_mulatta_polyomavirus_1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o"	"f_Polydnaviridae"	NA	NA
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o"	"f_Nudiviridae"	"g"	"s_Gryllus_bimaculatus_nudivirus"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o"	"f_Poxviridae"	"g"	"s_BeAn_58058_virus"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f"	"g"	"s_Salmonella_phage_ST64B"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f"	"g"	"s_Thermus_phage_phi_OH2"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_P1virus"	NA
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Klebsiella_phage_JD001"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Enterobacteria_phage_SfV"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Enterobacteria_phage_P88"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Clostridium_phage_phiMMP01"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Clostridium_phage_CDMH1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Aggregatibacter_phage_S1249"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Acinetobacter_phage_LZ35"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Acinetobacter_phage_YMC13_03_R2096"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Clostridium_phage_phiCD211"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Clostridium_phage_phiMMP02"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Clostridium_phage_phiMMP04"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Cronobacter_phage_S13"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Enterobacteria_phage_SfI"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Enterobacteria_phage_phiP27"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Escherichia_phage_SUSP1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Escherichia_phage_HY01"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Enterobacteria_phage_vB_KleM_RaK2"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Enterococcus_phage_EFDG1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Escherichia_phage_HY02"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Escherichia_phage_SUSP2"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Escherichia_phage_vB_EcoM_Alf5"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Escherichia_phage_UFV_AREG1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Escherichia_phage_phAPEC8"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Escherichia_phage_slur16"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Shigella_phage_SfIV"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Klebsiella_phage_JD18"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Klebsiella_phage_PKO111"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Shigella_phage_SfII"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Klebsiella_phage_vB_KpnM_KpV477"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Klebsiella_phage_vB_KpnM_KB57"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Salmonella_phage_RE_2010"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Lactobacillus_phage_KC5a"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Lactobacillus_phage_phi_jlb1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Pseudomonas_phage_KPP12"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Salmonella_phage_GG32"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_Hp1virus"	"s_Haemophilus_phage_HP1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Streptococcus_phage_EJ_1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_Hp1virus"	NA
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_Cd119virus"	"s_Clostridium_virus_phiC2"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_Cd119virus"	NA
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_Cc31virus"	"s_Enterobacter_virus_PG7"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_Cc31virus"	NA
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g"	"s_Thermus_phage_TMA"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_Cr3virus"	"s_Cronobacter_virus_CR9"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_Cd119virus"	"s_Clostridium_virus_phiCD27"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_Cd119virus"	"s_Clostridium_virus_phiCD119"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_Felixo1virus"	"s_Escherichia_virus_EC6"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_Felixo1virus"	"s_Escherichia_virus_AYO145A"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_Felixo1virus"	"s_Erwinia_virus_Ea214"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_Cvm10virus"	"s_Escherichia_virus_ep3"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_Felixo1virus"	"s_Salmonella_phage_FelixO1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_Hp1virus"	"s_Haemophilus_phage_HP2"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_Muvirus"	NA
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_Kayvirus"	"s_Staphylococcus_virus_G1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_Muvirus"	"s_Enterobacteria_phage_SfMu"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_Muvirus"	"s_Escherichia_phage_D108"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_Muvirus"	"s_Escherichia_virus_Mu"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_P1virus"	"s_Escherichia_virus_P1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Lambdavirus"	NA
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_P1virus"	"s_Salmonella_phage_SJ46"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_Epsilon15virus"	"s_Escherichia_phage_phiV10"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_P2virus"	"s_Enterobacteria_phage_P4"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_P2virus"	NA
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_Epsilon15virus"	"s_Escherichia_phage_TL_2011b"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_P2virus"	"s_Escherichia_virus_186"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_P2virus"	"s_Enterobacteria_phage_WPhi"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_P2virus"	"s_Escherichia_phage_pro483"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_P2virus"	"s_Escherichia_phage_pro147"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_P2virus"	"s_Enterobacteria_phage_fiAA91_ss"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_P2virus"	"s_Escherichia_virus_P2"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_P2virus"	"s_Yersinia_phage_L_413C"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_P2virus"	"s_Salmonella_phage_SEN1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_P2virus"	"s_Salmonella_phage_FSL_SP_004"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_P2virus"	"s_Pseudomonas_phage_phiCTX"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_P2virus"	"s_Salmonella_virus_PsP3"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	NA	NA
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_T4virus"	"s_Acinetobacter_phage_Acj61"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_T4virus"	NA
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_Phikzvirus"	"s_Pseudomonas_phage_EL"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_Rb49virus"	NA
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_T4virus"	"s_Enterobacteria_phage_RB32"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_T4virus"	"s_Enterobacteria_phage_RB14"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_T4virus"	"s_Enterobacteria_phage_RB16"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_T4virus"	"s_Escherichia_phage_slur08"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_T4virus"	"s_Enterobacteria_phage_RB51"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_T4virus"	"s_Escherichia_phage_slur02"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_T4virus"	"s_Shigella_phage_SHFML_26"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_T4virus"	"s_Escherichia_virus_Ime09"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_T4virus"	"s_Escherichia_phage_vB_EcoM_PhAPEC2"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_T4virus"	"s_Klebsiella_phage_KP27"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_T4virus"	"s_Klebsiella_phage_KP15"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_T4virus"	"s_Shigella_virus_Shfl2"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_V5virus"	"s_Escherichia_virus_FV3"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Myoviridae"	"g_Vi1virus"	"s_Salmonella_phage_PhiSH19"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g"	"s_Salmonella_phage_SEN34"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g"	"s_Enterobacteria_phage_Sf101"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g"	"s_Enterobacteria_phage_IME10"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g"	"s_Enterobacteria_phage_933W_sensu_lato"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g"	"s_Enterobacter_phage_E_2"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g"	"s_Citrobacter_phage_phiCFP_1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g"	"s_Enterobacter_phage_E_3"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g"	"s_Klebsiella_phage_vB_Kp1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g"	"s_Klebsiella_phage_K5"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g"	"s_Escherichia_phage_TL_2011c"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g"	"s_Escherichia_phage_Pollock"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g"	"s_Enterobacteria_phage_VT2phi_272"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g"	"s_Escherichia_phage_P483"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g"	"s_Escherichia_phage_P694"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g"	"s_Klebsiella_phage_vB_KpnP_KpV289"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g"	"s_Klebsiella_phage_vB_Kp2"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g"	"s_Klebsiella_phage_vB_KpnP_KpV41"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g"	"s_Klebsiella_phage_vB_KpnP_KpV475"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g"	"s_Salmonella_phage_SEN22"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g"	"s_Klebsiella_phage_vB_KpnP_KpV71"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g"	"s_Salmonella_phage_7_11"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_Epsilon15virus"	NA
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g"	"s_Shigella_phage_POCJ13"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g"	"s_Salmonella_phage_SPN1S"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g"	"s_Shigella_phage_75_02_Stx"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g"	"s_Salmonella_phage_SPN9CC"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g"	"s_Stx2_converting_phage_86"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g"	"s_Shigella_phage_Ss_VASD"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g"	"s_Streptococcus_phage_A25"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g"	"s_Streptococcus_phage_Cp_1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Salmonella_phage_Vi_II_E1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Bacteroides_phage_B40_8"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_P22virus"	"s_Salmonella_phage_HK620"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_Kp34virus"	"s_Klebsiella_virus_SU503"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_Kp34virus"	"s_Klebsiella_virus_K244"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_Kp34virus"	"s_Klebsiella_virus_F19"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_Kp34virus"	NA
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_Epsilon15virus"	"s_Salmonella_phage_epsilon15"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_F116virus"	"s_Pseudomonas_phage_F116"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_Kp34virus"	"s_Klebsiella_virus_KP34"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_Kp34virus"	"s_Klebsiella_virus_SU552A"
